item_id;published;content;channel;content_type;link;category;campaign;assigned_tags;likes;comments;shares;reach 
54502344|824752564512124932;26.01.2017 22:55;25 years ago, Michael Nickl bought his 200 D. Since then, he has completed more than 1,000,000 kilometers! Brought… https://t.co/38IoRP3GGz;TWITTER;NULL;https://t.co/38IoRP3GGz;museum;NULL;museum;539;9;167;66917
54502344|824687150675464192;26.01.2017 18:35;What a hard-hitting match! @rogerfederer has won the semi-finals and is going for his 5th champion title this Sunda… https://t.co/nqyy1NSmvA;TWITTER;NULL;https://t.co/nqyy1NSmvA;passenger-cars;NULL;passenger-cars, Roger Federer;496;3;123;56852
6604386669|10155944028086670;06.12.2017 17:00;"Engineered to withstand any kind of terrain. No fewer than five differential locks, portal axles and the tyre pressure control system make the G 63 AMG 6x6 the king of the desert. Another milestone in G-Class history. #strongerthantime

▶ mb4.me/strongerthantime";FACEBOOK;video;https://facebook.com/6604386669/posts/10155944028086670;g-class 6x6;G-Class Campaign 2017;AMG, g-class 6x6;5712;168;232;823199
25749975|1663991120748502457;06.12.2017 18:00;"Family trip?! Lets go old school and lets go as far as our Gs take us.
.
Photo by @randanaprayuda with @peter.anugrah  @cokorda_nana and Dr. KO
.
#gclass #mercedesbenz #thebestornothing #g #offroad #twins #triplets #funtrip #roadtrip #overland #?? #?? #???? #???? #??";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcXrxutnl25/;g-class suv;NULL;g-class suv;80026;135;n/a;1751721
54502344|824663198489944064;26.01.2017 17:00;Stay tuned, things are about to get wild. February 5th. Fourth Quarter. #easydriver ?? https://t.co/mIuPt7PrWY;TWITTER;video;https://t.co/mIuPt7PrWY;amg-gt roadster;#easydriver;AMG, commercial, amg-gt roadster;106;0;33;38041
54502344|824649386777055232;26.01.2017 16:05;Hard at work: The new #Unimog U 430 clears snow at arctic temperatures like the champ it is. https://t.co/cEQyXuzzkc;TWITTER;photo;https://t.co/cEQyXuzzkc;unimog;NULL;unimog;222;0;51;39833
25749975|1664139609805633029;06.12.2017 22:55;"Engineered to withstand any kind of terrain. No fewer than five differential locks, portal axles and the tyre pressure control system make the G 63 AMG 6x6 the king of the desert. Another milestone in G-Class history. 
#strongerthantime #MercedesBenz #Mercedes #MercedesAMG #GClass";INSTAGRAM;VIDEO;https://www.instagram.com/p/BcYNih7HzYF/;g-class suv;G-Class Campaign 2017;g-class suv;40736;129;n/a;1564272
6604386669|10155944815981670;07.12.2017 02:00;"Thanks to everyone who visited us Slush and to the organizers. Hope to see you all again soon! #MBslush

▶ http://mb4.me/MBSlush";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155944815981670;other;NULL;other;2122;36;39;665686
5383634|s6230359963450118144;26.01.2017 13:26;Stylish and sporty: the new Mercedes-Benz E-Class Coupé presents itself with expressive coupé proportions and a clear and sensual design. Picture by Rupprecht Photography for #MBsocialcar.;LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6230359963403976705;e-class coupé;#MBsocialcar;e-class coupé;275;5;23;34799
54502344|824593611669065728;26.01.2017 12:23;Unadulterated Formula One technology meets AMG Future Performance: The @MercedesAMG Project ONE. Check it out:… https://t.co/NvT239AawG;TWITTER;NULL;https://t.co/NvT239AawG;mercedes-amg x1;IAA 2017;AMG, trade show, mercedes-amg x1;435;6;136;110250
54502344|824565727864750080;26.01.2017 10:32;How would you like a chance to get cozy with the @MercedesAMGF1 team in #Barcelona? Enter to win:… https://t.co/3B1MNYucgk;TWITTER;NULL;https://t.co/3B1MNYucgk;formula-one;NULL;formula-one;252;16;66;98240
25749975|1664263209485248674;07.12.2017 03:00;"Aloha! Today's #MBPhotoPass takes place in tropical Hawaii. As a famous spearfisher and freediver, Kimi Werner feels at home in the ocean. But she also stands out pretty well on the road, doesn’t she? Join us and learn from Kimi how to stay wild in Hawaii – especially in this powerful #GLCcoupe! ?? @cinematowski

@cinematowski @shesmercedes @kimi_swimmy @shorelinehotel 
#MercedesBenz #ShesMercedes #GLC #4MATIC #hawaii #findingyourownplace #oceanroads #americaunlimited";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcYppJGHqii/;lifestyle;Kimi Werner x Hawaii;lifestyle, She’s Mercedes, GLC coupé, Photo Pass;101120;163;n/a;1896382
25749975|1664413850899760020;07.12.2017 08:00;"Hey there, it’s Kimi Werner. Today, we will shoot in beautiful Hawaii. It’s an early start for @shesmercedes and me. But I'm eager to hit the road in this striking #GlCcoupe! Can't wait to share more moments with you all over these next few posts! ?? @cinematowski

@shesmercedes @kimi_swimmy
#MercedesBenz #ShesMercedes #GLC #GLCcoupe #4MATIC #hawaii #findingyourownplace #earlybird #sunrise #alwaysready";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcZL5Q2HsOU/;lifestyle;Kimi Werner x Hawaii;lifestyle, She’s Mercedes, GLC coupé, Photo Pass;48801;81;n/a;1616002
6604386669|10155946663046670;07.12.2017 09:04;The Mercedes-Benz 2018 passenger car calendar takes you for a ride with the new EQ Power vehicles. Look forward to the fascinating trip with #MBSocialCar photographers and allow yourself to become inspired for 12 entire months.;FACEBOOK;link;https://facebook.com/6604386669/posts/10155946663046670;passenger-cars;NULL;passenger-cars;4022;52;67;603400
25749975|1664504599960052394;07.12.2017 11:00;"If you could smell this picture, you’d probably catch a whiff of the ocean. And if you could hear it, you’d hear the beautiful sound of a #GLCcoupe. ?? @cinematowski

#MercedesBenz #ShesMercedes #GLC #GLCcoupe #4MATIC #hawaii #findingyourownplace #takeaseat #glcvibes #roadtrip #nature #sonyalpha

@shesmercedes @kimi_swimmy @shorelinehotel";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcZgh1fn2Kq/;lifestyle;Kimi Werner x Hawaii;lifestyle, She’s Mercedes, GLC coupé, Photo Pass;119403;206;n/a;2033617
25749975|1664610255585004268;07.12.2017 14:30;"Brilliant Blue! My favorite color for diving and driving. ?? ?? @cinematowski

@shesmercedes @kimi_swimmy @shorelinehotel 
#MercedesBenz #ShesMercedes #GLC #GLCcoupe #4MATIC #hawaii #findingyourownplace #glcstreetstyle #blue #color #scenicdrive #shootingday #dreamcar #sonyalpha";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcZ4jU9ncrs/;lifestyle;Kimi Werner x Hawaii;lifestyle, She’s Mercedes, GLC coupé, Photo Pass;144958;261;n/a;2239758
54502344|824390182917042176;25.01.2017 22:55;Tomorrow is the start of the 24?hour race at Daytona where the @MercedesAMG GT3 will debut in the IMSA WeatherTec S… https://t.co/X3sjOxtxBp;TWITTER;NULL;https://t.co/X3sjOxtxBp;customer sports;NULL;amg-gt, AMG, customer sports;292;6;71;58190
54502344|824341100005572608;25.01.2017 19:40;"Take the world by storm.
?? Hayden Stinebaugh
[Consumption 9.1-8.8l/100km|CO? 207-199g/km] https://t.co/VHecnmdo3K";TWITTER;photo;https://t.co/VHecnmdo3K;passenger-cars;NULL;passenger-cars;403;1;102;74670
54502344|824322390079504397;25.01.2017 18:25;"Rough, tough, squared. The G 500 4x4 owned the stage at #BMS17! 
?? Mercedes-Benz Belgium 
[Consumption 13.8l/100km|… https://t.co/mvJf6LFq9v";TWITTER;NULL;https://t.co/mvJf6LFq9v;g-class 4x4²;NULL;g-class 4x4²;621;10;188;66949
6604386669|10155947340911670;07.12.2017 15:05;"Von der Plantage ins Büro – mit dem Mercedes-Benz Trac, dem Mercedes-Benz Atego von CharterWay und mit einer V-Klasse. 

Lesen Sie unsere kleine Weihnachtsreportage im Daimler Blog!";FACEBOOK;link;https://facebook.com/6604386669/posts/10155947340911670;other;NULL;other;15;0;0;9240
54502344|824300831621029888;25.01.2017 17:00;Who in his right mind would block these guys in? Get the whole story. February 5th. Fourth Quarter. #easydriver ?? https://t.co/3ZlkKC9bik;TWITTER;video;https://t.co/3ZlkKC9bik;amg-gt roadster;#easydriver;AMG, commercial, amg-gt roadster;113;1;15;39256
6604386669|10155947143791670;07.12.2017 17:00;"What if there was a way to reduce your agitation when navigating your way through traffic? Watch in this episode of ""Veritasium meets Mercedes-Benz"" the perks of an advanced driver assistance system: https://youtu.be/PdNALI0eRn0";FACEBOOK;video;https://facebook.com/6604386669/posts/10155947143791670;innovation;Veritasium;innovation, s-class sedan;3611;26;64;609128
54502344|824285954164850688;25.01.2017 16:01;"Welcome to ""Surfers Village"" with the #VClass and #MarcoPolo where #MBVans is onsite at the boot aquatics exhibitio… https://t.co/R9sKrTPUio";TWITTER;NULL;https://t.co/R9sKrTPUio;camper-vans;NULL;camper-vans, trade show;170;1;34;38263
54502344|824263116699668481;25.01.2017 14:30;"Who wants to go for a spin in the @MercedesAMG #C63 S? @mrgoodlife_mag sure did. ?? Kirat Singh
[Consumption 8.4-8.2… https://t.co/gTQUpAyrRq";TWITTER;NULL;https://t.co/gTQUpAyrRq;c-class sedan;NULL;AMG, c-class sedan;632;8;198;55188
25749975|1664716136704334499;07.12.2017 18:00;"As a spearfisher I set a rule for myself: “When you feel the need to speed up, slow down.” Needless to say this rule is just meant to be followed underwater ?? ?? @cinematowski

@shesmercedes @kimi_swimmy
#MercedesBenz #ShesMercedes #GLC #GLCcoupe #4MATIC #Mercedes #benz #hawaii #findingyourownplace #speed #diveanddrive #lifestyle #comfy";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcaQoGcH1qj/;lifestyle;Kimi Werner x Hawaii;lifestyle, She’s Mercedes, GLC coupé, Photo Pass;111593;163;n/a;1952193
25749975|1664791649208686100;07.12.2017 20:30;"I'll always remember the first time I explored the ocean on my own. Today I was discovering new actions on the road – and I’ll never forget this either! 
So grateful to experience my Hawaii with @shesmercedes in this vein. ?? @cinematowski

@shesmercedes @kimi_swimmy @shorelinehotel 
#MercedesBenz #ShesMercedes #GLC #GLCcoupe #4MATIC #hawaii #findingyourownplace #roadtrip #shootingday #dreamcar #sunset #sonyalpha";INSTAGRAM;IMAGE;https://www.instagram.com/p/Bcahy88HtYU/;lifestyle;Kimi Werner x Hawaii;lifestyle, She’s Mercedes, GLC coupé, Photo Pass;184617;386;n/a;2618720
mercedesbenztv|5TO3HfyhrAA;25.01.2017 13:31;"The C-Class Cabriolet in “Lisbon’s Light” – Mercedes-Benz original
Watch here the C-Class Cabriolet and photographer Miguel Domingos in the beautiful city of Lisbon. 
Guest feature by Highsnobiety: Honing the photographer’s eye requires presence, attention to detail and open-mindedness. But like any skill, variety is essential in training it, keeping it guessing and always attentive. Portuguese photographer Miguel Domingos knows this all too well, living and working in some of the world’s most dynamic cities developing his talent. This new Lisbon’s Light video tells his story as he returns to his home in Lisbon in the C-Class Cabriolet and rediscovers the city. 

Read all about the C-Class Cabriolet and Miguel Domingos in Lisbon via: http://mb4.me/C-Class-Cabrio. 

Experience the world of Mercedes-Benz: http://benz.me/international/ 

Subscribe to Mercedes-Benz on YouTube: http://www.youtube.com/subscription_center?add_user=MercedesBenzTV";YOUTUBE;video;https://www.youtube.com/watch?v=5TO3HfyhrAA;travel;Highsnobiety;travel, brand cooperation, c-class cabrio;323;17;n/a;33335
54502344|824182727914168320;25.01.2017 09:10;Series production of the new #MercedesBenz #EClass #Coupé has started at the Mercedes-Benz plant in Bremen. https://t.co/1RK1GkLL3I;TWITTER;photo;https://t.co/1RK1GkLL3I;e-class coupé;NULL;e-class coupé;518;8;154;59730
6604386669|10155947701776670;07.12.2017 22:00;"Our ""Easy Driver"" ad featuring the legendary Peter Fonda is nominated for #TheYouTubeAd of 2017! Help us win the ";FACEBOOK;link;https://facebook.com/6604386669/posts/10155947701776670;amg-gt roadster;#easydriver;AMG, amg-gt roadster;546;5;13;453744
25749975|1664864397054341732;07.12.2017 22:55;"A little sneak peek into the next episode of the Mercedes-Benz Intelligent World Drive in Australia, the first automated test drive of a series-produced vehicle around the globe. 
#MercedesBenz #Mercedes #Benz #IntellgentWorldDrive #MBcar";INSTAGRAM;VIDEO;https://www.instagram.com/p/BcayVkpnnJk/;innovation;Intelligent World Drive;innovation, s-class sedan, Autonomous CH;39753;79;n/a;1566910
6604386669|10155947298751670;08.12.2017 02:00;"A little sneak peek into the next episode of the Mercedes-Benz Intelligent World Drive in Australia, the first automated test drive of a series-produced vehicle around the globe. 

Stay tuned for the full video!

Get more information here: http://mb4.me/IntelligentWorldDrive_fb";FACEBOOK;video;https://facebook.com/6604386669/posts/10155947298751670;innovation;Intelligent World Drive;innovation, s-class sedan, Autonomous CH;1553;4;28;302921
25749975|1664987966098694557;08.12.2017 03:00;Perfection: This attention to the numerous tiny details! Mercedes-Benz 280 SL Automatic - R107! #MBFanPhoto by @themercedesbenzclub #Mercedes #MercedesBenz #Detail #Automatic #Sign #Emblem #Logo #Red #Love #InstaCar #Cartastic #MBCar;INSTAGRAM;IMAGE;https://www.instagram.com/p/BcbObvSnOGd/;classic;NULL;classic;75948;123;n/a;1776576
25749975|1665171771203997215;08.12.2017 09:06;"Squad goals. ?? Photo shot by @salehnikon.
.
#MercedesBenz #GClass #mbfanphoto #automotivedesign #friyayyy #squared #squads #squadgoals #mbcar";INSTAGRAM;IMAGE;https://www.instagram.com/p/Bcb4OdIn04f/;g-class suv;NULL;g-class suv, #mbfanphoto;187369;380;n/a;2567762
54502344|824014004402221063;24.01.2017 22:00;"Young, wild, and free.
?? @MB_Museum https://t.co/OafXvfSDmt";TWITTER;photo;https://t.co/OafXvfSDmt;museum;NULL;museum;270;3;65;51664
54502344|823982491723792384;24.01.2017 19:55;"Athletic stance, geared up and ready to go.
?? Mercedes-Benz Australia https://t.co/BW3axb9uVT";TWITTER;photo;https://t.co/BW3axb9uVT;GLC suv;NULL;GLC suv;532;1;144;52827
54502344|823959364465807360;24.01.2017 18:23;AMG Winter Sporting: an atypical experience that is sure to give you lifelong memories. [Consumption 9.6-8.6l/100km… https://t.co/VOdjl2xs3I;TWITTER;NULL;https://t.co/VOdjl2xs3I;AMG Driving Academy;NULL;AMG, AMG Driving Academy, amg-gt coupé;607;5;154;83934
6604386669|10155949508141670;08.12.2017 09:35;"Passion and drive, that's what unites Sebastian Steudtner and the Mercedes-Benz X-Class. Watch as he tries to fulfill his ultimate goal: http://mb4.me/steudtner-x-class_fb.

[Mercedes-Benz X 250 d 4MATIC | Kraftstoffverbrauch kombiniert: 7,9 l/100 km | CO2-Emissionen kombiniert: 209-207 g/km | http://mb4.me/Rechtlicher_Hinweis/]";FACEBOOK;video;https://facebook.com/6604386669/posts/10155949508141670;friends;NULL;friends, Sebastian Steudtner, X-Class;3095;54;131;635575
25749975|1665311283334747699;08.12.2017 13:43;"Having fun before Christmas. ?? Photo shot by @janrch.
___________________
Mercedes-AMG C 63 S - Fuel consumption 8.4 - 8.2 l/100 km | CO2 emission combined 195 - 192 g/km
.
#MercedesBenz #MercedesAMG #AMG #?? #AMGC63S #mbfanphoto #drivinghome #norway #visitnorway #helloweekend #mbcar";INSTAGRAM;IMAGE;https://www.instagram.com/p/BccX8n7nhYz/;c-class sedan;NULL;AMG, c-class sedan, #mbfanphoto;250463;398;n/a;2957064
54502344|823938427288551425;24.01.2017 17:00;"Things are getting heated. February 5th. Fourth Quarter.
#easydriver ?? https://t.co/nJc9e0008E";TWITTER;video;https://t.co/nJc9e0008E;amg-gt roadster;#easydriver;AMG, commercial, amg-gt roadster;137;2;31;38271
25749975|1665335086035146227;08.12.2017 14:30;"Pieces of art. 
Our Vision Mercedes-Maybach 6 Coupé and Cabriolet. 
Follow @gorden.wagener for more of our design icons and to get in the season's mood.

#MercedesMaybach #Mercedes #Maybach #VisionCar #MaybachCabriolet #Cabriolet #coupe #MBdesign #design #vision #ultimate #luxury #ultimateluxury #Mbhotandcool #Hot #Cool ?? by @fredericseemann";INSTAGRAM;IMAGE;https://www.instagram.com/p/BccdW_7HpXz/;mercedes-benz;NULL;mercedes-maybach, mercedes-benz;446155;1867;n/a;4852890
54502344|823891304023212032;24.01.2017 13:52;"Ready to shine.
Image by Roggenbuck Photodesign
[Consumption 11.4l/100km|CO? 259g/km] https://t.co/2DezRCro3Z";TWITTER;photo;https://t.co/2DezRCro3Z;amg-gt gt-r;NULL;AMG, amg-gt gt-r;683;5;187;73042
6604386669|10155949574336670;08.12.2017 17:00;"Shortly after the US premiere of the new Mercedes-Benz S-Class Coupé and Cabriolet at the LA Auto Show, Mercedes-Benz invited international members of the press for an exclusive test drive to the American metropolis. Enjoy the impressions!

More about the new S-Class: http://mb4.me/S-Cabrio

[Mercedes-Benz  S 560 Cabriolet | Kraftstoffverbrauch kombiniert: 9,0-8,7 l/100 km | CO2-Emissionen kombiniert: 204-199 g/km | http://mb4.me/Rechtlicher_Hinweis/]";FACEBOOK;video;https://facebook.com/6604386669/posts/10155949574336670;passenger-cars;NULL;passenger-cars, s-class coupé, s-class cabrio;5022;100;196;723007
